rule_id,query_name,industry,objective,category,subcategory,required_groups,forbidden_terms,compiled_regex,regex_flags
1675,Clearwire v9,Telco / DTH,Not Available,Technical,Cable related,"[[""clearwire"", ""clear wire"", ""clearwire has"", ""clearwire offers"", ""faster than clearwire"", ""clearwire is offering me""]]",[],^(?=.*(?:clearwire|clear\s+wire|clearwire\s+has|clearwire\s+offers|faster\s+than\s+clearwire|clearwire\s+is\s+offering\s+me)).*$,IGNORECASE
1676,Comcast Dot Com/Channel line-up 8.5,Telco / DTH,Not Available,Technical,TV related,"[[""Channel line up""], [""Comcast Dot Com""]]",[],^(?=.*(?:Channel\s+line\s+up))(?=.*(?:Comcast\s+Dot\s+Com)).*$,IGNORECASE
1677,Direct TV 8.5,Telco / DTH,Not Available,Technical,TV related,"[[""direct teevee"", ""die rect teevee"", ""how much direct teevee will cost"", ""switch my service from direct teevee"", ""contract with direct teevee""]]",[],^(?=.*(?:direct\s+teevee|die\s+rect\s+teevee|how\s+much\s+direct\s+teevee\s+will\s+cost|switch\s+my\s+service\s+from\s+direct\s+teevee|contract\s+with\s+direct\s+teevee)).*$,IGNORECASE
1678,Direct TV v8.5,Telco / DTH,Not Available,Technical,TV related,"[[""direct teevee"", ""die rect teevee"", ""how much direct teevee will cost"", ""switch my service from direct teevee"", ""contract with direct teevee""]]",[],^(?=.*(?:direct\s+teevee|die\s+rect\s+teevee|how\s+much\s+direct\s+teevee\s+will\s+cost|switch\s+my\s+service\s+from\s+direct\s+teevee|contract\s+with\s+direct\s+teevee)).*$,IGNORECASE
1679,DirecTV,Telco / DTH,Not Available,Technical,TV related,"[[""die rect teevee"", ""durect t-v""]]",[],^(?=.*(?:die\s+rect\s+teevee|durect\s+t\-v)).*$,IGNORECASE
1680,Dish Network,Telco / DTH,Not Available,Technical,TV related,"[[""dish network"", ""network connection"", ""wireless network"", ""networking"", ""not working"", ""station network"", ""disconnected"", ""gameshow network"", ""television network""]]","[""dish network"", ""network connection"", ""wireless network"", ""\""networking"", ""not working"", ""station network"", ""disconnected"", ""gameshow network"", ""television network""]","^(?!.*dish\s+network)(?!.*network\s+connection)(?!.*wireless\s+network)(?!.*""networking)(?!.*not\s+working)(?!.*station\s+network)(?!.*disconnected)(?!.*gameshow\s+network)(?!.*television\s+network)(?=.*(?:dish\s+network|network\s+connection|wireless\s+network|networking|not\s+working|station\s+network|disconnected|gameshow\s+network|television\s+network)).*$",IGNORECASE
1681,Dish Network 8.5,Telco / DTH,Not Available,Technical,TV related,"[[""dish network"", ""network connection"", ""wireless network"", ""networking"", ""not working""]]","[""dish network"", ""network connection"", ""wireless network"", ""networking"", ""not working""]",^(?!.*dish\s+network)(?!.*network\s+connection)(?!.*wireless\s+network)(?!.*networking)(?!.*not\s+working)(?=.*(?:dish\s+network|network\s+connection|wireless\s+network|networking|not\s+working)).*$,IGNORECASE
1682,Dish Network v8.5,Telco / DTH,Not Available,Technical,TV related,"[[""dish network"", ""network connection"", ""wireless network"", ""networking"", ""not working""]]","[""dish network"", ""network connection"", ""wireless network"", ""networking"", ""not working""]",^(?!.*dish\s+network)(?!.*network\s+connection)(?!.*wireless\s+network)(?!.*networking)(?!.*not\s+working)(?=.*(?:dish\s+network|network\s+connection|wireless\s+network|networking|not\s+working)).*$,IGNORECASE
1683,Dish Network v9,Telco / DTH,Not Available,Technical,TV related,"[[""dish network"", ""network connection"", ""wireless network"", ""networking"", ""not working""]]","[""dish network"", ""network connection"", ""wireless network"", ""networking"", ""not working""]",^(?!.*dish\s+network)(?!.*network\s+connection)(?!.*wireless\s+network)(?!.*networking)(?!.*not\s+working)(?=.*(?:dish\s+network|network\s+connection|wireless\s+network|networking|not\s+working)).*$,IGNORECASE
1684,Dot Com/Troubleshooting 8.5,Telco / DTH,Not Available,Technical,Troubleshooting,"[[""click on internet options"", ""click on security"", ""make this my homepage"", ""\""click on email"", ""click on account"", ""click on account settings"", ""\""Click the control panel"", ""Connect at very very top"", ""forward slash norton"", ""forward slash tool bar"", ""\""go to internet explorer"", ""log in to email"", ""look above the webpage"", ""trying to send the signal"", ""type in the address bar"", ""forward slash wireless router""], [""w-w-w dot comcast dot net""]]","[""w-w-w dot comcast dot com"", ""yahoo dot com"", ""microsoft dot com""]","^(?!.*w\-w\-w\s+dot\s+comcast\s+dot\s+com)(?!.*yahoo\s+dot\s+com)(?!.*microsoft\s+dot\s+com)(?=.*(?:click\s+on\s+internet\s+options|click\s+on\s+security|make\s+this\s+my\s+homepage|""click\s+on\s+email|click\s+on\s+account|click\s+on\s+account\s+settings|""Click\s+the\s+control\s+panel|Connect\s+at\s+very\s+very\s+top|forward\s+slash\s+norton|forward\s+slash\s+tool\s+bar|""go\s+to\s+internet\s+explorer|log\s+in\s+to\s+email|look\s+above\s+the\s+webpage|trying\s+to\s+send\s+the\s+signal|type\s+in\s+the\s+address\s+bar|forward\s+slash\s+wireless\s+router))(?=.*(?:w\-w\-w\s+dot\s+comcast\s+dot\s+net)).*$",IGNORECASE
1685,DOT COMCAST/Wireless Router 8.5,Telco / DTH,Not Available,Technical,Router related,"[[""Forward Slash Wireless Router"", ""Back Slash Wireless Router"", ""\""Slash Wireless Router""], [""Comcast Dot Com""], [""OR(\""Forward Slash Wireless Router\"",\""Back Slash Wireless Router\"", \""Slash Wireless Router""]]",[],"^(?=.*(?:Forward\s+Slash\s+Wireless\s+Router|Back\s+Slash\s+Wireless\s+Router|""Slash\s+Wireless\s+Router))(?=.*(?:Comcast\s+Dot\s+Com))(?=.*(?:OR\(""Forward\s+Slash\s+Wireless\s+Router"",""Back\s+Slash\s+Wireless\s+Router"",\s+""Slash\s+Wireless\s+Router)).*$",IGNORECASE
1686,Dot Com-Troubleshooting,Telco / DTH,Not Available,Technical,Troubleshooting,"[[""click on security"", ""make this my homepage"", ""click on email"", ""click on account"", ""\""Click the control panel"", ""forward slash norton"", ""go to internet explorer"", ""\""trying to send the signal"", ""type in the address bar"", ""forward slash wireless router""], [""w-w-w dot comcast dot net""], [""OR(\""click on security\"",\""make this my homepage\"",\""click on email \"",\""click on account\"", \""Click the control panel\"",\""forward slash norton\"",\""go to internet explorer\"", \""trying to send the signal\"",\""type in the address bar\"",\""forward slash wireless router""]]","[""w-w-w dot comcast dot com"", ""yahoo dot com"", ""microsoft dot com""]","^(?!.*w\-w\-w\s+dot\s+comcast\s+dot\s+com)(?!.*yahoo\s+dot\s+com)(?!.*microsoft\s+dot\s+com)(?=.*(?:click\s+on\s+security|make\s+this\s+my\s+homepage|click\s+on\s+email|click\s+on\s+account|""Click\s+the\s+control\s+panel|forward\s+slash\s+norton|go\s+to\s+internet\s+explorer|""trying\s+to\s+send\s+the\s+signal|type\s+in\s+the\s+address\s+bar|forward\s+slash\s+wireless\s+router))(?=.*(?:w\-w\-w\s+dot\s+comcast\s+dot\s+net))(?=.*(?:OR\(""click\s+on\s+security"",""make\s+this\s+my\s+homepage"",""click\s+on\s+email\s+"",""click\s+on\s+account"",\s+""Click\s+the\s+control\s+panel"",""forward\s+slash\s+norton"",""go\s+to\s+internet\s+explorer"",\s+""trying\s+to\s+send\s+the\s+signal"",""type\s+in\s+the\s+address\s+bar"",""forward\s+slash\s+wireless\s+router)).*$",IGNORECASE
1687,Dot Com-Wireless Router,Telco / DTH,Not Available,Technical,Router related,"[[""Forward Slash Wireless Router"", ""Back Slash Wireless Router"", ""Slash Wireless Router""], [""Comcast Dot Com""], [""OR(\""Forward Slash Wireless Router\"",\""Back Slash Wireless Router\"",\""Slash Wireless Router""]]",[],"^(?=.*(?:Forward\s+Slash\s+Wireless\s+Router|Back\s+Slash\s+Wireless\s+Router|Slash\s+Wireless\s+Router))(?=.*(?:Comcast\s+Dot\s+Com))(?=.*(?:OR\(""Forward\s+Slash\s+Wireless\s+Router"",""Back\s+Slash\s+Wireless\s+Router"",""Slash\s+Wireless\s+Router)).*$",IGNORECASE
1688,Email Not Working,Telco / DTH,Not Available,Technical,Email issue,"[[""My email is not working"", ""Email is not working at all"", ""\""Your email is not working"", ""Not able to send an email"", ""\""Not able to receive email"", ""Not able to send out email""]]",[],"^(?=.*(?:My\s+email\s+is\s+not\s+working|Email\s+is\s+not\s+working\s+at\s+all|""Your\s+email\s+is\s+not\s+working|Not\s+able\s+to\s+send\s+an\s+email|""Not\s+able\s+to\s+receive\s+email|Not\s+able\s+to\s+send\s+out\s+email)).*$",IGNORECASE
1689,Email not working 8.5,Telco / DTH,Not Available,Technical,Email issue,"[[""My email is not working"", ""Voice mail is not working"", ""Ondemand is not working"", ""Remote is not working"", ""Internet is not working"", ""My TV is not working"", ""Modem is not working"", ""Television remote is not working"", ""Email is not working at all"", ""Cannot get any email"", ""Your email is not working"", ""Not able to send an email"", ""Unable to send email"", ""Not able to get emails"", ""Not able to receive email"", ""Not able to send out email"", ""Not getting emails"", ""Not getting enough Signals"", ""I cannot get email"", ""You may get email to confirm"", ""Issue with email"", ""Not able to access email"", ""Not able to access movie"", ""Not able to access internet""]]","[""My email is not working"", ""Voice mail is not working"", ""Remote is not working"", ""Internet is not working"", ""\""My TV is not working"", ""Modem is not working"", ""Television remote is not working"", ""Not getting emails"", ""Not getting enough Signals"", ""I cannot get email"", ""You may get email to confirm"", ""Not able to access email"", ""Not able to access movie"", ""Not able to access internet""]","^(?!.*My\s+email\s+is\s+not\s+working)(?!.*Voice\s+mail\s+is\s+not\s+working)(?!.*Remote\s+is\s+not\s+working)(?!.*Internet\s+is\s+not\s+working)(?!.*""My\s+TV\s+is\s+not\s+working)(?!.*Modem\s+is\s+not\s+working)(?!.*Television\s+remote\s+is\s+not\s+working)(?!.*Not\s+getting\s+emails)(?!.*Not\s+getting\s+enough\s+Signals)(?!.*I\s+cannot\s+get\s+email)(?!.*You\s+may\s+get\s+email\s+to\s+confirm)(?!.*Not\s+able\s+to\s+access\s+email)(?!.*Not\s+able\s+to\s+access\s+movie)(?!.*Not\s+able\s+to\s+access\s+internet)(?=.*(?:My\s+email\s+is\s+not\s+working|Voice\s+mail\s+is\s+not\s+working|Ondemand\s+is\s+not\s+working|Remote\s+is\s+not\s+working|Internet\s+is\s+not\s+working|My\s+TV\s+is\s+not\s+working|Modem\s+is\s+not\s+working|Television\s+remote\s+is\s+not\s+working|Email\s+is\s+not\s+working\s+at\s+all|Cannot\s+get\s+any\s+email|Your\s+email\s+is\s+not\s+working|Not\s+able\s+to\s+send\s+an\s+email|Unable\s+to\s+send\s+email|Not\s+able\s+to\s+get\s+emails|Not\s+able\s+to\s+receive\s+email|Not\s+able\s+to\s+send\s+out\s+email|Not\s+getting\s+emails|Not\s+getting\s+enough\s+Signals|I\s+cannot\s+get\s+email|You\s+may\s+get\s+email\s+to\s+confirm|Issue\s+with\s+email|Not\s+able\s+to\s+access\s+email|Not\s+able\s+to\s+access\s+movie|Not\s+able\s+to\s+access\s+internet)).*$",IGNORECASE
1690,Email notworking 8.5,Telco / DTH,Not Available,Technical,Email issue,"[[""Cannot get any email"", ""cannot get into my email"", ""can't get into my email""]]","[""email is not working"", ""Voice mail is not working"", ""Remote is not working"", ""\""Internet is not working"", ""TV is not working"", ""Modem is not working"", ""Television remote is not working"", ""\""email is still working"", ""i know they are not working"", ""cable is not working"", ""if its not working"", ""dvr is not working"", ""unable to send email"", ""unable to send me something"", ""unable to connect"", ""not able to receive email"", ""not able to receive incoming calls"", ""not able to receive any channels"", ""\""not able to receive the movie channels"", ""Not getting emails"", ""Not getting enough Signals"", ""not getting any signal"", ""not getting the internet"", ""\""not getting any message"", ""not getting any power"", ""not getting any picture"", ""Issue with email"", ""issue with the modem"", ""issue with the activation"", ""what email address you have"", ""Not able to access email"", ""Not able to access movie"", ""Not able to access internet"", ""not able to access my voice mail""]","^(?!.*email\s+is\s+not\s+working)(?!.*Voice\s+mail\s+is\s+not\s+working)(?!.*Remote\s+is\s+not\s+working)(?!.*""Internet\s+is\s+not\s+working)(?!.*TV\s+is\s+not\s+working)(?!.*Modem\s+is\s+not\s+working)(?!.*Television\s+remote\s+is\s+not\s+working)(?!.*""email\s+is\s+still\s+working)(?!.*i\s+know\s+they\s+are\s+not\s+working)(?!.*cable\s+is\s+not\s+working)(?!.*if\s+its\s+not\s+working)(?!.*dvr\s+is\s+not\s+working)(?!.*unable\s+to\s+send\s+email)(?!.*unable\s+to\s+send\s+me\s+something)(?!.*unable\s+to\s+connect)(?!.*not\s+able\s+to\s+receive\s+email)(?!.*not\s+able\s+to\s+receive\s+incoming\s+calls)(?!.*not\s+able\s+to\s+receive\s+any\s+channels)(?!.*""not\s+able\s+to\s+receive\s+the\s+movie\s+channels)(?!.*Not\s+getting\s+emails)(?!.*Not\s+getting\s+enough\s+Signals)(?!.*not\s+getting\s+any\s+signal)(?!.*not\s+getting\s+the\s+internet)(?!.*""not\s+getting\s+any\s+message)(?!.*not\s+getting\s+any\s+power)(?!.*not\s+getting\s+any\s+picture)(?!.*Issue\s+with\s+email)(?!.*issue\s+with\s+the\s+modem)(?!.*issue\s+with\s+the\s+activation)(?!.*what\s+email\s+address\s+you\s+have)(?!.*Not\s+able\s+to\s+access\s+email)(?!.*Not\s+able\s+to\s+access\s+movie)(?!.*Not\s+able\s+to\s+access\s+internet)(?!.*not\s+able\s+to\s+access\s+my\s+voice\s+mail)(?=.*(?:Cannot\s+get\s+any\s+email|cannot\s+get\s+into\s+my\s+email|can't\s+get\s+into\s+my\s+email)).*$",IGNORECASE
1691,Freezing Issue - FIRST_120,Telco / DTH,Not Available,Technical,TV related,"[[""freezing"", ""frozen"", ""freezes"", ""froze"", ""freezing up"", ""freezes up""], [""T V screen"", ""cable box"", ""box"", ""movie"", ""D V R"", ""\""change channels"", ""picture"", ""channel"", ""blacks out"", ""screen goes black""], [""FREEZING""], [""PRODUCT""], [""RESULT""]]",[],"^(?=.*(?:freezing|frozen|freezes|froze|freezing\s+up|freezes\s+up))(?=.*(?:T\s+V\s+screen|cable\s+box|box|movie|D\s+V\s+R|""change\s+channels|picture|channel|blacks\s+out|screen\s+goes\s+black))(?=.*(?:FREEZING))(?=.*(?:PRODUCT))(?=.*(?:RESULT)).*$",IGNORECASE
1692,Freezing Issue - FIRST_120 8.5,Telco / DTH,Not Available,Technical,TV related,"[[""freezing"", ""frozen"", ""freezes"", ""froze""], [""T V screen"", ""cable box"", ""box"", ""movie"", ""D V R"", ""change channels"", ""picture"", ""channel""], [""FREEZING""], [""PRODUCT""]]",[],^(?=.*(?:freezing|frozen|freezes|froze))(?=.*(?:T\s+V\s+screen|cable\s+box|box|movie|D\s+V\s+R|change\s+channels|picture|channel))(?=.*(?:FREEZING))(?=.*(?:PRODUCT)).*$,IGNORECASE
1693,Installation,Telco / DTH,Not Available,Technical,Installation,"[[""trying to install"", ""hit install now"", ""come out to install""], [""charge"", ""fee""]]","[""the installation"", ""information"", ""situation"", ""connection"", ""Installation"", ""the information"", ""information"", ""escalation""]",^(?!.*the\s+installation)(?!.*information)(?!.*situation)(?!.*connection)(?!.*Installation)(?!.*the\s+information)(?!.*information)(?!.*escalation)(?=.*(?:trying\s+to\s+install|hit\s+install\s+now|come\s+out\s+to\s+install))(?=.*(?:charge|fee)).*$,IGNORECASE
1694,Installation 8.5,Telco / DTH,Not Available,Technical,Installation,"[[""trying to install"", ""hit install now"", ""come out to install""], [""charge"", ""fee""]]","[""the installation"", ""information"", ""situation"", ""connection""]",^(?!.*the\s+installation)(?!.*information)(?!.*situation)(?!.*connection)(?=.*(?:trying\s+to\s+install|hit\s+install\s+now|come\s+out\s+to\s+install))(?=.*(?:charge|fee)).*$,IGNORECASE
1695,Intallation Charge,Telco / DTH,Not Available,Technical,Installation,"[[""installation charge"", ""charge for installation""]]","[""installation fee"", ""installation kit"", ""charge on the self installation"", ""self installation kit""]",^(?!.*installation\s+fee)(?!.*installation\s+kit)(?!.*charge\s+on\s+the\s+self\s+installation)(?!.*self\s+installation\s+kit)(?=.*(?:installation\s+charge|charge\s+for\s+installation)).*$,IGNORECASE
1696,Intallation Charge 8.5,Telco / DTH,Not Available,Technical,Installation,"[[""installation charge"", ""charge for installation"", ""installation fee""]]","[""Installation_charge"", ""installation date"", ""late charge"", ""no extra charge"", ""charge for modem""]",^(?!.*Installation_charge)(?!.*installation\s+date)(?!.*late\s+charge)(?!.*no\s+extra\s+charge)(?!.*charge\s+for\s+modem)(?=.*(?:installation\s+charge|charge\s+for\s+installation|installation\s+fee)).*$,IGNORECASE
1697,Intermittent/Slow Connection,Telco / DTH,Not Available,Technical,Internet related,"[[""intermittent"", ""slow""], [""intermittent connectivity""], [""Var1""], [""Var2""]]","[""connection is slow"", ""network connection"", ""connection is lost""]",^(?!.*connection\s+is\s+slow)(?!.*network\s+connection)(?!.*connection\s+is\s+lost)(?=.*(?:intermittent|slow))(?=.*(?:intermittent\s+connectivity))(?=.*(?:Var1))(?=.*(?:Var2)).*$,IGNORECASE
1698,Intermittent/Slow Connection 8.5,Telco / DTH,Not Available,Technical,Internet related,"[[""intermittent connectivity""], [""Var1""], [""Var2""]]","[""intermittent"", ""team services"", ""connection is slow"", ""network connection"", ""connection is lost""]",^(?!.*intermittent)(?!.*team\s+services)(?!.*connection\s+is\s+slow)(?!.*network\s+connection)(?!.*connection\s+is\s+lost)(?=.*(?:intermittent\s+connectivity))(?=.*(?:Var1))(?=.*(?:Var2)).*$,IGNORECASE
1699,Internet - Not connecting 8.5,Telco / DTH,Not Available,Technical,Internet related,"[[""unable to connect to the internet"", ""internet connectivity"", ""not able to get online""]]",[],^(?=.*(?:unable\s+to\s+connect\s+to\s+the\s+internet|internet\s+connectivity|not\s+able\s+to\s+get\s+online)).*$,IGNORECASE
1700,Internet Call Driver,Telco / DTH,Not Available,Technical,Internet related,"[[""internet modem"", ""My Modem"", ""High Speed Internet"", ""\""Access Internet"", ""Wireless Internet"", ""Internet Service"", ""Reset the modem"", ""Internet to work""]]","[""Internet Connection"", ""No Connection"", ""Type Of Connection"", ""International Call"", ""Modem"", ""Mode"", ""Moment"", ""Internet"", ""Activate""]","^(?!.*Internet\s+Connection)(?!.*No\s+Connection)(?!.*Type\s+Of\s+Connection)(?!.*International\s+Call)(?!.*Modem)(?!.*Mode)(?!.*Moment)(?!.*Internet)(?!.*Activate)(?=.*(?:internet\s+modem|My\s+Modem|High\s+Speed\s+Internet|""Access\s+Internet|Wireless\s+Internet|Internet\s+Service|Reset\s+the\s+modem|Internet\s+to\s+work)).*$",IGNORECASE
1701,Internet Call Driver 8.5,Telco / DTH,Not Available,Technical,Internet related,"[[""Internet Connection"", ""Modem"", ""Internet"", ""internet modem""]]",[],^(?=.*(?:Internet\s+Connection|Modem|Internet|internet\s+modem)).*$,IGNORECASE
1702,Internet Essentials,Telco / DTH,Not Available,Technical,Internet related,"[[""internet essentials"", ""internet and phone service"", ""internet installed"", ""international"", ""another special"", ""permanent address"", ""phone and the internet"", ""internet specials"", ""internet specialist"", ""internet plan"", ""that cancels"", ""I P address"", ""thank you for calling""]]","[""internet essentials"", ""\""internet installed"", ""international"", ""another special"", ""permanent address"", ""\""internet specials"", ""internet specialist"", ""internet plan"", ""that cancels"", ""I P address""]","^(?!.*internet\s+essentials)(?!.*""internet\s+installed)(?!.*international)(?!.*another\s+special)(?!.*permanent\s+address)(?!.*""internet\s+specials)(?!.*internet\s+specialist)(?!.*internet\s+plan)(?!.*that\s+cancels)(?!.*I\s+P\s+address)(?=.*(?:internet\s+essentials|internet\s+and\s+phone\s+service|internet\s+installed|international|another\s+special|permanent\s+address|phone\s+and\s+the\s+internet|internet\s+specials|internet\s+specialist|internet\s+plan|that\s+cancels|I\s+P\s+address|thank\s+you\s+for\s+calling)).*$",IGNORECASE
1703,Internet Essentials 8.5,Telco / DTH,Not Available,Technical,Internet related,"[[""internet essentials"", ""internet and phone service"", ""internet plan"", ""internet specials"", ""internet specialists"", ""have to have internet"", ""for the internet"", ""forty four ninety five for the internet"", ""thank you for calling""]]","[""internet essentials"", ""internet plan"", ""\""internet specials"", ""internet specialists"", ""have to have internet"", ""for the internet"", ""\""forty four ninety five for the internet""]","^(?!.*internet\s+essentials)(?!.*internet\s+plan)(?!.*""internet\s+specials)(?!.*internet\s+specialists)(?!.*have\s+to\s+have\s+internet)(?!.*for\s+the\s+internet)(?!.*""forty\s+four\s+ninety\s+five\s+for\s+the\s+internet)(?=.*(?:internet\s+essentials|internet\s+and\s+phone\s+service|internet\s+plan|internet\s+specials|internet\s+specialists|have\s+to\s+have\s+internet|for\s+the\s+internet|forty\s+four\s+ninety\s+five\s+for\s+the\s+internet|thank\s+you\s+for\s+calling)).*$",IGNORECASE
1704,Internet Issues - Networking 8.5,Telco / DTH,Not Available,Technical,Internet related,"[[""Unable to connect through wireless"", ""Wireless not working"", ""Wireless connection not working"", ""\""Wireless connection disenabled"", ""Wireless connection not connected""], [""Internet""], [""Networking""]]","[""Internet is not working"", ""Television remote is not working"", ""networking"", ""\""Home phone is not working"", ""Outlook is not working""]","^(?!.*Internet\s+is\s+not\s+working)(?!.*Television\s+remote\s+is\s+not\s+working)(?!.*networking)(?!.*""Home\s+phone\s+is\s+not\s+working)(?!.*Outlook\s+is\s+not\s+working)(?=.*(?:Unable\s+to\s+connect\s+through\s+wireless|Wireless\s+not\s+working|Wireless\s+connection\s+not\s+working|""Wireless\s+connection\s+disenabled|Wireless\s+connection\s+not\s+connected))(?=.*(?:Internet))(?=.*(?:Networking)).*$",IGNORECASE
1705,Internet Related,Telco / DTH,Not Available,Technical,Internet related,"[[""internet"", ""e-mail"", ""router"", ""browser"", ""website"", ""online""]]",[],^(?=.*(?:internet|e\-mail|router|browser|website|online)).*$,IGNORECASE
1706,Internet Related 8.5,Telco / DTH,Not Available,Technical,Internet related,"[[""internet"", ""e-mail"", ""router"", ""browser"", ""website"", ""online""]]",[],^(?=.*(?:internet|e\-mail|router|browser|website|online)).*$,IGNORECASE
1707,Internet-Not Connecting,Telco / DTH,Not Available,Technical,Internet related,"[[""not able to get online"", ""not getting any internet connection"", ""internet connectivity""]]","[""unable to connect to the internet"", ""are you able to connect"", ""about the connection"", ""able to"", ""not able to connect to internet"", ""cable connection"", ""not been able to connect to internet"", ""cable connection"", ""internet is not working"", ""its not workin"", ""unable to get online"", ""no cable tee vee"", ""channel"", ""unable to join network"", ""cable"", ""cannot connect to internet"", ""is not connected"", ""internet is disconnected"", ""line is disconnected"", ""i got disconnected"", ""cable is disconnected"", ""unable to logon to online"", ""unable to procees"", ""cable is plugged in"", ""internet does not seem to be working"", ""its not working""]",^(?!.*unable\s+to\s+connect\s+to\s+the\s+internet)(?!.*are\s+you\s+able\s+to\s+connect)(?!.*about\s+the\s+connection)(?!.*able\s+to)(?!.*not\s+able\s+to\s+connect\s+to\s+internet)(?!.*cable\s+connection)(?!.*not\s+been\s+able\s+to\s+connect\s+to\s+internet)(?!.*cable\s+connection)(?!.*internet\s+is\s+not\s+working)(?!.*its\s+not\s+workin)(?!.*unable\s+to\s+get\s+online)(?!.*no\s+cable\s+tee\s+vee)(?!.*channel)(?!.*unable\s+to\s+join\s+network)(?!.*cable)(?!.*cannot\s+connect\s+to\s+internet)(?!.*is\s+not\s+connected)(?!.*internet\s+is\s+disconnected)(?!.*line\s+is\s+disconnected)(?!.*i\s+got\s+disconnected)(?!.*cable\s+is\s+disconnected)(?!.*unable\s+to\s+logon\s+to\s+online)(?!.*unable\s+to\s+procees)(?!.*cable\s+is\s+plugged\s+in)(?!.*internet\s+does\s+not\s+seem\s+to\s+be\s+working)(?!.*its\s+not\s+working)(?=.*(?:not\s+able\s+to\s+get\s+online|not\s+getting\s+any\s+internet\s+connection|internet\s+connectivity)).*$,IGNORECASE
1708,Modem,Telco / DTH,Not Available,Technical,Modem related,"[[""the modem"", ""in a momen"", ""at the momen"", ""at the bottom"", ""momen please"", ""morning"", ""mow-dum"", ""more than"", ""at the momen"", ""in a momen"", ""morning"", ""momen"", ""same one"", ""that is mow-dum"", ""that is normal""]]","[""the modem"", ""in a momen"", ""at the momen"", ""at the bottom"", ""momen please"", ""morning"", ""mow-dum"", ""more than"", ""at the momen"", ""in a momen"", ""morning"", ""momen"", ""same one"", ""that is mow-dum"", ""that is normal""]",^(?!.*the\s+modem)(?!.*in\s+a\s+momen)(?!.*at\s+the\s+momen)(?!.*at\s+the\s+bottom)(?!.*momen\s+please)(?!.*morning)(?!.*mow\-dum)(?!.*more\s+than)(?!.*at\s+the\s+momen)(?!.*in\s+a\s+momen)(?!.*morning)(?!.*momen)(?!.*same\s+one)(?!.*that\s+is\s+mow\-dum)(?!.*that\s+is\s+normal)(?=.*(?:the\s+modem|in\s+a\s+momen|at\s+the\s+momen|at\s+the\s+bottom|momen\s+please|morning|mow\-dum|more\s+than|at\s+the\s+momen|in\s+a\s+momen|morning|momen|same\s+one|that\s+is\s+mow\-dum|that\s+is\s+normal)).*$,IGNORECASE
1709,Modem 8.5,Telco / DTH,Not Available,Technical,Modem related,"[[""modem"", ""one momen""]]","[""modem"", ""one momen""]",^(?!.*modem)(?!.*one\s+momen)(?=.*(?:modem|one\s+momen)).*$,IGNORECASE
1710,Modem Activations,Telco / DTH,Not Available,Technical,Modem related,"[[""activate the modem"", ""activate your modem""]]","[""reactivate the modem"", ""deactivate the modem""]",^(?!.*reactivate\s+the\s+modem)(?!.*deactivate\s+the\s+modem)(?=.*(?:activate\s+the\s+modem|activate\s+your\s+modem)).*$,IGNORECASE
1711,Modem Activations 8.5,Telco / DTH,Not Available,Technical,Modem related,"[[""activate the modem"", ""activate your modem""]]","[""reactivate the modem"", ""deactivate the modem""]",^(?!.*reactivate\s+the\s+modem)(?!.*deactivate\s+the\s+modem)(?=.*(?:activate\s+the\s+modem|activate\s+your\s+modem)).*$,IGNORECASE
1712,Modem Equipment Fee,Telco / DTH,Not Available,Technical,Modem related,"[[""seven dollar equipment"", ""seven dollars for the Modem"", ""\""Modem which is Seven dollars"", ""seven dollar rental"", ""seven dollars for your modem"", ""seven dollar modem""]]",[],"^(?=.*(?:seven\s+dollar\s+equipment|seven\s+dollars\s+for\s+the\s+Modem|""Modem\s+which\s+is\s+Seven\s+dollars|seven\s+dollar\s+rental|seven\s+dollars\s+for\s+your\s+modem|seven\s+dollar\s+modem)).*$",IGNORECASE
1713,Modem Is Bad,Telco / DTH,Not Available,Technical,Modem related,"[[""swapout the modem"", ""modem is not working"", ""\""Consider swapping the modem"", ""Swap the modem""]]",[],"^(?=.*(?:swapout\s+the\s+modem|modem\s+is\s+not\s+working|""Consider\s+swapping\s+the\s+modem|Swap\s+the\s+modem)).*$",IGNORECASE
1714,Modem Is Bad 8.5,Telco / DTH,Not Available,Technical,Modem related,"[[""swapout the modem"", ""Get a new modem at the service center"", ""modem is not working"", ""Pick up the modem from the store"", ""Modem can be returned""], [""Modem"", ""Modem1""]]","[""Swap the modem"", ""hook the modem"", ""use to go from the modem""]",^(?!.*Swap\s+the\s+modem)(?!.*hook\s+the\s+modem)(?!.*use\s+to\s+go\s+from\s+the\s+modem)(?=.*(?:swapout\s+the\s+modem|Get\s+a\s+new\s+modem\s+at\s+the\s+service\s+center|modem\s+is\s+not\s+working|Pick\s+up\s+the\s+modem\s+from\s+the\s+store|Modem\s+can\s+be\s+returned))(?=.*(?:Modem|Modem1)).*$,IGNORECASE
